video_id,source_split,duration,query_ids,relevant_window_count_per_query,relevant_window_count_total,selection_bucket,download_status,local_path,file_size_bytes,sha256,decoding_validation_status,video_available
71Fa81Wr-dE_60.0_210.0,external_dev,150,[2834],[2],2,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/71Fa81Wr-dE_60.0_210.0.mp4,,,not_attempted,False
7QNJyAIprhg_210.0_360.0,external_dev,150,[9479],[7],7,dur=long|qlen=short_query|win=many_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/7QNJyAIprhg_210.0_360.0.mp4,,,not_attempted,False
7QNJyAIprhg_360.0_510.0,external_dev,150,[9485],[5],5,dur=long|qlen=short_query|win=many_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/7QNJyAIprhg_360.0_510.0.mp4,,,not_attempted,False
8s9fLWEi4So_60.0_210.0,external_dev,150,[1377],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/8s9fLWEi4So_60.0_210.0.mp4,,,not_attempted,False
8v4IP_PI8AE_360.0_510.0,external_dev,150,[2267],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/8v4IP_PI8AE_360.0_510.0.mp4,,,not_attempted,False
8v4IP_PI8AE_60.0_210.0,external_dev,150,[3279],[2],2,dur=long|qlen=long_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/8v4IP_PI8AE_60.0_210.0.mp4,,,not_attempted,False
9A_pVLuhN4Q_60.0_210.0,external_dev,140,[10006],[3],3,dur=medium|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/9A_pVLuhN4Q_60.0_210.0.mp4,,,not_attempted,False
9kF-Rw5PrDY_210.0_360.0,external_dev,150,[5468],[2],2,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/9kF-Rw5PrDY_210.0_360.0.mp4,,,not_attempted,False
A0JmK8Dwv3Q_360.0_510.0,external_dev,150,[4041],[2],2,dur=long|qlen=long_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/A0JmK8Dwv3Q_360.0_510.0.mp4,,,not_attempted,False
A5PIgmXGIdI_210.0_360.0,external_dev,150,[1395],[10],10,dur=long|qlen=short_query|win=many_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/A5PIgmXGIdI_210.0_360.0.mp4,,,not_attempted,False
A5PIgmXGIdI_60.0_210.0,external_dev,150,[3602],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/A5PIgmXGIdI_60.0_210.0.mp4,,,not_attempted,False
A6U90Hon6bE_360.0_510.0,external_dev,150,[10176],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/A6U90Hon6bE_360.0_510.0.mp4,,,not_attempted,False
AD0qNZy48_s_660.0_810.0,external_dev,150,[6917],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/AD0qNZy48_s_660.0_810.0.mp4,,,not_attempted,False
B1RpWUrs06U_210.0_360.0,external_dev,150,[4917],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/B1RpWUrs06U_210.0_360.0.mp4,,,not_attempted,False
B1RpWUrs06U_360.0_510.0,external_dev,150,[6057],[2],2,dur=long|qlen=long_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/B1RpWUrs06U_360.0_510.0.mp4,,,not_attempted,False
CXTWqVz5rhY_660.0_810.0,external_dev,150,[8878],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/CXTWqVz5rhY_660.0_810.0.mp4,,,not_attempted,False
CkWOpyrAXdw_60.0_210.0,external_dev,150,[456],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/CkWOpyrAXdw_60.0_210.0.mp4,,,not_attempted,False
DHHHHFojz3E_210.0_360.0,external_dev,150,[5778],[2],2,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/DHHHHFojz3E_210.0_360.0.mp4,,,not_attempted,False
DHHHHFojz3E_360.0_510.0,external_dev,150,[7787],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/DHHHHFojz3E_360.0_510.0.mp4,,,not_attempted,False
DLSkojSiAPs_210.0_360.0,external_dev,150,"[6193, 8147]","[1, 1]",2,dur=long|qlen=long_query|win=single_window|qcount=multi_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/DLSkojSiAPs_210.0_360.0.mp4,,,not_attempted,False
DTInxNfWXVc_210.0_360.0,external_dev,150,[9899],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/DTInxNfWXVc_210.0_360.0.mp4,,,not_attempted,False
DTInxNfWXVc_60.0_210.0,external_dev,150,[9692],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/DTInxNfWXVc_60.0_210.0.mp4,,,not_attempted,False
DTh3uCDtres_510.0_660.0,external_dev,150,[9056],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/DTh3uCDtres_510.0_660.0.mp4,,,not_attempted,False
DTrwYYi25Dc_210.0_360.0,external_dev,150,[1999],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/DTrwYYi25Dc_210.0_360.0.mp4,,,not_attempted,False
DTrwYYi25Dc_660.0_810.0,external_dev,150,[8987],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/DTrwYYi25Dc_660.0_810.0.mp4,,,not_attempted,False
DU3E7tTt0_s_60.0_210.0,external_dev,150,[8173],[2],2,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/DU3E7tTt0_s_60.0_210.0.mp4,,,not_attempted,False
DtLI1xR051U_360.0_510.0,external_dev,150,[6431],[3],3,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/DtLI1xR051U_360.0_510.0.mp4,,,not_attempted,False
E6yFTWlChmE_510.0_660.0,external_dev,150,[7295],[6],6,dur=long|qlen=short_query|win=many_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/E6yFTWlChmE_510.0_660.0.mp4,,,not_attempted,False
E6yFTWlChmE_60.0_210.0,external_dev,150,[41],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/E6yFTWlChmE_60.0_210.0.mp4,,,not_attempted,False
E9drfsoiGb4_210.0_360.0,external_dev,150,[245],[2],2,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/E9drfsoiGb4_210.0_360.0.mp4,,,not_attempted,False
EE0NcEec_mo_360.0_510.0,external_dev,150,[6418],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/EE0NcEec_mo_360.0_510.0.mp4,,,not_attempted,False
EUTccoeKVZg_60.0_210.0,external_dev,150,[424],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/EUTccoeKVZg_60.0_210.0.mp4,,,not_attempted,False
Ehpo8gXg27I_360.0_510.0,external_dev,150,[1360],[2],2,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/Ehpo8gXg27I_360.0_510.0.mp4,,,not_attempted,False
FL0Cos34RjU_360.0_510.0,external_dev,150,[4275],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/FL0Cos34RjU_360.0_510.0.mp4,,,not_attempted,False
FXULtwAVFqQ_210.0_360.0,external_dev,150,[6411],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/FXULtwAVFqQ_210.0_360.0.mp4,,,not_attempted,False
FXULtwAVFqQ_360.0_510.0,external_dev,150,[5614],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/FXULtwAVFqQ_360.0_510.0.mp4,,,not_attempted,False
GAUdBAL0K5A_210.0_360.0,external_dev,150,[3403],[3],3,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/GAUdBAL0K5A_210.0_360.0.mp4,,,not_attempted,False
GizQlpAvD8s_360.0_510.0,external_dev,150,[10200],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/GizQlpAvD8s_360.0_510.0.mp4,,,not_attempted,False
H15bUc-1LJo_210.0_360.0,external_dev,150,"[2800, 4425]","[1, 1]",2,dur=long|qlen=long_query|win=single_window|qcount=multi_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/H15bUc-1LJo_210.0_360.0.mp4,,,not_attempted,False
HL60CCu_R44_210.0_360.0,external_dev,150,[4240],[2],2,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/HL60CCu_R44_210.0_360.0.mp4,,,not_attempted,False
HpO-sV7TSSk_60.0_210.0,external_dev,150,[6316],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/HpO-sV7TSSk_60.0_210.0.mp4,,,not_attempted,False
Iu7nF2VLF3c_210.0_360.0,external_dev,150,[3070],[4],4,dur=long|qlen=short_query|win=many_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/Iu7nF2VLF3c_210.0_360.0.mp4,,,not_attempted,False
Iu7nF2VLF3c_60.0_210.0,external_dev,150,[1960],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/Iu7nF2VLF3c_60.0_210.0.mp4,,,not_attempted,False
Jz1Cszaqck0_210.0_360.0,external_dev,150,[4854],[3],3,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/Jz1Cszaqck0_210.0_360.0.mp4,,,not_attempted,False
K3lDAtwYt_4_210.0_360.0,external_dev,150,[3513],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/K3lDAtwYt_4_210.0_360.0.mp4,,,not_attempted,False
KJ2il8oTpKY_60.0_210.0,external_dev,150,[4673],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/KJ2il8oTpKY_60.0_210.0.mp4,,,not_attempted,False
KRHEqswrh9I_360.0_510.0,external_dev,150,[4973],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/KRHEqswrh9I_360.0_510.0.mp4,,,not_attempted,False
L8IkH3DPsVo_210.0_360.0,external_dev,150,[2257],[8],8,dur=long|qlen=long_query|win=many_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/L8IkH3DPsVo_210.0_360.0.mp4,,,not_attempted,False
L8IkH3DPsVo_360.0_510.0,external_dev,150,[689],[2],2,dur=long|qlen=long_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/L8IkH3DPsVo_360.0_510.0.mp4,,,not_attempted,False
L9cUEhaXnK4_510.0_660.0,external_dev,150,[6978],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/L9cUEhaXnK4_510.0_660.0.mp4,,,not_attempted,False
L9cUEhaXnK4_660.0_810.0,external_dev,150,[7404],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/L9cUEhaXnK4_660.0_810.0.mp4,,,not_attempted,False
L_RuElxOqKI_210.0_360.0,external_dev,150,[510],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/L_RuElxOqKI_210.0_360.0.mp4,,,not_attempted,False
Lc4D95BLgXI_660.0_810.0,external_dev,150,[8314],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/Lc4D95BLgXI_660.0_810.0.mp4,,,not_attempted,False
LcKnx7I97yk_360.0_510.0,external_dev,144,[3397],[5],5,dur=medium|qlen=short_query|win=many_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/LcKnx7I97yk_360.0_510.0.mp4,,,not_attempted,False
M7mePz5cXDk_360.0_510.0,external_dev,150,[5723],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/M7mePz5cXDk_360.0_510.0.mp4,,,not_attempted,False
MNmYbLZ9Z_U_660.0_810.0,external_dev,150,[8565],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/MNmYbLZ9Z_U_660.0_810.0.mp4,,,not_attempted,False
Mi7P9r1R6RA_60.0_210.0,external_dev,150,[9597],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/Mi7P9r1R6RA_60.0_210.0.mp4,,,not_attempted,False
MmGtg0qgceA_60.0_210.0,external_dev,150,[4758],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/MmGtg0qgceA_60.0_210.0.mp4,,,not_attempted,False
N1fXNtRIHJM_360.0_510.0,external_dev,150,[3532],[3],3,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/N1fXNtRIHJM_360.0_510.0.mp4,,,not_attempted,False
N5g7D9Qk7WI_210.0_360.0,external_dev,150,[3769],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/N5g7D9Qk7WI_210.0_360.0.mp4,,,not_attempted,False
N7frLe-nQog_210.0_360.0,external_dev,150,[6445],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/N7frLe-nQog_210.0_360.0.mp4,,,not_attempted,False
N7frLe-nQog_360.0_510.0,external_dev,150,[2274],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/N7frLe-nQog_360.0_510.0.mp4,,,not_attempted,False
N8dPpthy7z4_210.0_360.0,external_dev,150,[9690],[3],3,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/N8dPpthy7z4_210.0_360.0.mp4,,,not_attempted,False
Nhelnhenn1w_510.0_660.0,external_dev,150,[7291],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/Nhelnhenn1w_510.0_660.0.mp4,,,not_attempted,False
O3C0weLq0Tg_360.0_510.0,external_dev,150,[1183],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/O3C0weLq0Tg_360.0_510.0.mp4,,,not_attempted,False
OIbtyKaPsCI_210.0_360.0,external_dev,150,[435],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/OIbtyKaPsCI_210.0_360.0.mp4,,,not_attempted,False
OtMUZzca89Q_210.0_360.0,external_dev,150,[5781],[2],2,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/OtMUZzca89Q_210.0_360.0.mp4,,,not_attempted,False
P1iT-STRbYo_210.0_360.0,external_dev,150,[6574],[2],2,dur=long|qlen=long_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/P1iT-STRbYo_210.0_360.0.mp4,,,not_attempted,False
Piw-9dOC8YQ_60.0_210.0,external_dev,150,[3663],[7],7,dur=long|qlen=short_query|win=many_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/Piw-9dOC8YQ_60.0_210.0.mp4,,,not_attempted,False
Piw-9dOC8YQ_660.0_810.0,external_dev,150,[8646],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/Piw-9dOC8YQ_660.0_810.0.mp4,,,not_attempted,False
QN-ft-c0WZQ_360.0_510.0,external_dev,150,[9849],[2],2,dur=long|qlen=long_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/QN-ft-c0WZQ_360.0_510.0.mp4,,,not_attempted,False
RH9FHjHgiJI_60.0_210.0,external_dev,150,[6511],[5],5,dur=long|qlen=long_query|win=many_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/RH9FHjHgiJI_60.0_210.0.mp4,,,not_attempted,False
R_ZGwbK0aXE_360.0_510.0,external_dev,150,[5826],[2],2,dur=long|qlen=short_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/R_ZGwbK0aXE_360.0_510.0.mp4,,,not_attempted,False
SwIB-QlxNCo_360.0_510.0,external_dev,150,[965],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/SwIB-QlxNCo_360.0_510.0.mp4,,,not_attempted,False
SwIB-QlxNCo_60.0_210.0,external_dev,150,[6778],[2],2,dur=long|qlen=long_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/SwIB-QlxNCo_60.0_210.0.mp4,,,not_attempted,False
T60_zAvnAsU_210.0_360.0,external_dev,150,[4691],[2],2,dur=long|qlen=long_query|win=few_windows|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/T60_zAvnAsU_210.0_360.0.mp4,,,not_attempted,False
T9ptpjvuIP8_210.0_360.0,external_dev,150,"[571, 1952]","[2, 2]",4,dur=long|qlen=short_query|win=few_windows|qcount=multi_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/T9ptpjvuIP8_210.0_360.0.mp4,,,not_attempted,False
T9ptpjvuIP8_660.0_810.0,external_dev,150,[7432],[1],1,dur=long|qlen=short_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/T9ptpjvuIP8_660.0_810.0.mp4,,,not_attempted,False
TQ0nr6gTX6w_60.0_210.0,external_dev,150,[522],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/TQ0nr6gTX6w_60.0_210.0.mp4,,,not_attempted,False
TQ0nr6gTX6w_660.0_810.0,external_dev,150,[7000],[1],1,dur=long|qlen=long_query|win=single_window|qcount=single_query_video,not_attempted,/home/ccbd/IRIS-1/external_data/qvhighlights/videos/TQ0nr6gTX6w_660.0_810.0.mp4,,,not_attempted,False
