k,video,qid,peak_in_gold,top_frame_timestamp
4,6443512089,5,True,45.012
4,2442307875,7,False,19.5
4,9217939684,8,False,58.375
4,3581585756,7,False,4.505
4,11541421563,2,True,25.359
4,3206694342,1,False,48.348
4,4671452046,5,True,13.914
4,6727904179,4,True,2.436
4,7728559968,8,False,6.273
4,3456030972,6,False,4.805
4,8552680285,2,True,7.04
4,4612723694,8,False,17.017
4,5561024834,0,False,15.542
4,8557532213,6,False,4.137
4,5333075105,9,True,37.037
4,6183104292,5,False,17.651
4,4564478328,7,False,17.017
4,4378803532,3,False,42.042
4,3550839192,2,False,13.013
4,3263908208,4,True,11.25
4,10030609934,4,False,19.319
4,4542882771,2,False,16.266
4,4968805923,3,False,0.2
4,3375218204,2,False,54.721
4,5235909148,2,False,6.006
4,3974684583,6,True,6.707
4,7453733046,2,False,20.587
4,11966080214,1,False,12.212
4,5875242364,1,True,0.334
4,2976913210,0,True,6.006
4,4770216656,5,False,7.374
4,3972259774,3,True,14.89
4,13569831214,6,True,41.041
4,4164771889,5,False,5.806
4,7988210561,2,True,10.677
4,8513603944,1,False,8.742
4,4815534482,3,False,85.08
4,8594314852,3,True,9.042
4,8594314852,4,False,9.042
4,3303565503,6,False,10.41
4,3112351937,6,True,3.904
4,5138093706,8,False,24.725
4,2824317018,5,False,35.735
4,6754608321,7,False,2.336
4,4488066715,8,False,1.802
4,8505893258,5,False,1.043
4,3427674558,5,False,7.007
4,2987766537,7,False,5.271
4,7771650716,2,False,28.161
4,8277866423,6,False,2.75
4,4190655097,3,True,32.616
4,3322503255,4,False,2.903
4,3557498300,4,False,0.901
4,2573424030,2,False,38.238
4,6898821807,2,False,0.2
4,4264435046,2,False,10.477
4,3171006258,4,False,31.331
4,3383804222,2,False,9.885
4,3105728894,0,False,40.741
4,11244289523,7,False,4.333
4,10030609934,2,False,20.787
4,4217422838,1,True,27.277
4,2932897373,4,True,9.142
4,4761953886,2,False,32.208
4,6713120511,4,False,48.382
4,9082180631,4,False,11.078
4,2821788355,4,False,13.647
4,4815534482,1,False,59.32
4,3158022797,8,False,18.986
4,8241491518,8,False,27.261
4,4189100053,8,False,0.734
4,2957808913,7,False,1.802
4,4419096437,1,True,42.242
4,5803861992,3,True,55.656
4,7288107396,8,False,12.93
4,8189958994,2,True,12.646
4,4978714491,7,True,34.635
4,7453733046,9,False,19.453
4,3359075894,9,False,1.92
4,7988210561,3,False,0.234
4,3164519967,7,False,6.907
4,3321261856,3,False,10.878
4,8080432373,7,False,0.133
4,7164729910,0,True,17.0
4,4798585428,2,False,72.639
4,8627074061,5,True,7.441
4,3340340268,2,False,18.218
4,2984974097,8,True,14.814
4,4882821564,3,False,89.089
4,3508407941,2,False,8.217
4,4485707628,0,False,17.384
4,2735019707,3,False,6.64
4,4485707628,4,True,50.784
4,5134317883,10,False,76.5
4,3846475848,6,True,45.412
4,6201488511,6,False,0.133
4,8387356484,5,False,9.792
4,8740703217,2,False,0.234
4,2796821016,3,False,0.4
4,4465235803,2,True,15.215
4,3524939594,8,False,4.922
4,12392885583,9,False,3.37
4,3375218204,7,False,60.961
4,10030609934,3,False,20.787
4,2735019707,7,True,6.64
4,3046900922,3,False,4.371
4,11244289523,5,False,4.333
4,8505893258,6,True,0.918
4,3388598772,3,True,10.811
4,6516459343,10,True,43.076
4,6297019062,0,True,24.157
4,7492398760,10,False,3.937
4,5549243726,1,True,14.948
4,2829462646,7,False,2.769
4,5561024834,1,True,17.417
4,5801184682,9,False,3.84
4,2930782930,1,False,27.127
4,3026084730,9,False,0.334
4,3383804222,3,False,9.885
4,3526597179,8,False,0.567
4,4378803532,8,False,39.273
4,4584426085,2,False,32.532
4,4968805923,1,True,0.2
4,8797589693,5,False,47.981
4,5173770364,4,False,55.255
4,3441428429,7,False,17.618
4,4147398280,2,False,9.509
4,3557498300,5,False,0.2
4,4272084125,8,False,7.407
4,4915733559,2,False,1.768
4,7531285946,7,False,21.455
4,3445431963,5,False,47.464
4,2957808913,10,False,3.403
4,7331927796,9,True,14.314
4,2535384528,0,False,14.76
4,8575881495,9,False,23.257
4,10127533784,7,True,6.139
4,4765717907,9,False,34.701
4,5885887012,3,True,21.355
4,5504913999,5,False,37.471
4,3383804222,4,False,19.895
4,3388598772,4,False,10.911
4,2957808913,2,False,1.969
4,3145698830,5,True,38.238
4,4798585428,5,False,72.639
4,4412508597,1,True,4.872
4,3372023610,12,False,12.112
4,3814690167,2,False,1.902
4,6618792571,7,False,63.697
4,11871253306,0,False,6.273
4,5173770364,0,True,3.003
4,4420239986,9,True,19.019
4,8531675050,2,False,47.581
4,2454242177,10,False,1.068
4,6895608152,3,False,45.28
4,3963997053,5,True,7.774
4,4166942239,8,False,0.5
4,4333544549,6,False,12.112
4,7531285946,6,False,21.455
4,5504913999,7,False,42.709
4,5623068492,0,True,16.25
4,6690256857,7,False,2.002
4,11566980553,7,True,15.115
4,3943634344,5,False,20.621
4,2679328607,8,False,19.686
4,6898821807,9,False,0.2
4,8211075660,0,True,33.867
4,6253433310,2,False,0.234
4,4636208292,5,False,35.903
4,7114553643,7,False,1.134
4,3155382178,3,False,8.008
4,3340340268,4,False,18.018
4,3455926688,3,True,9.84
4,2712662377,1,True,26.56
4,4219909195,4,False,27.561
4,3708066257,7,False,18.769
4,7416295940,3,False,74.041
4,6618792571,6,False,63.897
4,10042935613,9,False,25.192
4,4612723694,5,False,13.013
4,7605329840,9,False,2.736
4,6291413193,4,True,39.039
4,8464056582,7,False,19.917
4,9473479950,3,True,12.98
4,3375218204,6,False,67.601
4,6964124866,4,False,1.001
4,4244817395,4,False,67.2
4,4412508597,3,False,4.872
4,5237219621,6,False,44.745
4,3345608051,7,True,49.2
4,4949582792,0,False,71.672
4,4272084125,6,False,22.022
4,5561024834,2,False,21.292
4,8253302563,1,False,3.375
4,4984331176,5,False,6.707
4,3303565503,2,True,10.41
4,5803861992,2,True,15.282
4,8024853715,0,False,1.543
4,5297811305,5,False,5.405
4,13569831214,9,False,39.239
4,2584172238,9,True,10.01
4,2978295992,7,False,23.333
4,4857781123,0,False,19.019
4,6143391925,7,False,15.315
4,4955723618,9,False,14.514
4,5679866364,6,False,8.942
4,8024853715,6,True,6.924
4,6024684644,5,True,11.945
4,7987845241,0,True,0.334
4,4488066715,0,True,2.603
4,5907839036,4,False,32.566
4,5349766264,8,False,72.489
4,5116088152,3,False,18.518
4,6413546609,3,False,38.372
4,3581585756,3,False,18.385
4,3372023610,2,True,12.112
4,6168295272,5,False,11.303
4,7088595057,5,False,12.846
4,2987766537,0,False,4.537
4,5521781780,8,True,62.562
4,2971556305,8,False,48.757
4,3322503255,9,False,3.103
4,4955723618,8,False,15.983
4,2584172238,0,True,0.876
4,3711681535,5,True,34.968
4,8552680285,1,True,7.04
4,5635265624,3,False,11.845
4,8604794910,9,False,0.133
4,4815534482,4,False,15.44
4,6201488511,4,False,81.381
4,5662041273,2,True,58.926
4,5875535585,8,False,59.493
4,2401167740,4,False,11.711
4,4217422838,7,True,2.878
4,10030609934,7,False,19.319
4,3851913128,4,True,10.811
4,3359075894,6,False,1.92
4,6786501294,7,False,0.2
4,2717347132,8,True,19.219
4,6413546609,1,False,28.829
4,4189100053,2,False,8.976
4,2930782930,0,False,17.317
4,5116088152,7,False,18.518
4,4584426085,9,False,75.375
4,5205081904,6,False,5.906
4,4955723618,0,True,36.737
4,11244289523,8,False,18.583
4,3112351937,4,False,3.904
4,10042935613,11,False,25.659
4,4138579400,0,True,1.627
4,7149153537,4,False,14.548
4,3557498300,10,False,14.548
4,5561024834,9,False,11.5
4,2401167740,0,False,11.711
4,3376544720,8,False,42.125
4,5256928210,9,True,14.815
4,13919236672,4,False,121.901
4,4336654741,4,True,80.28
4,2824317018,0,False,11.277
4,2679328607,3,True,19.753
4,6988748711,7,False,8.842
4,4674481985,0,False,2.669
4,4420239986,7,False,17.05
4,7728559968,7,False,23.123
4,12682618843,0,False,30.497
4,5766018720,6,False,24.258
4,5145526755,6,False,36.637
4,7416295940,6,False,22.656
4,4272084125,5,False,4.571
4,6592821115,0,False,62.458
4,3711681535,9,False,34.968
4,5070310138,5,False,34.835
4,8277866423,0,False,21.0
4,2623954636,0,False,9.275
4,3131380536,6,False,25.893
4,6516459343,8,False,34.935
4,6183104292,3,False,0.801
4,2782307049,8,True,13.78
4,7288107396,0,True,1.793
4,4949582792,9,False,73.373
4,3456030972,4,False,13.313
4,8064178441,0,True,27.961
4,6772999108,4,False,40.574
4,4244817395,3,False,10.44
4,8495272210,0,True,19.486
4,4949582792,1,False,73.774
4,4420239986,8,False,20.22
4,2854886555,7,True,7.207
4,5945172741,0,False,38.08
4,2925298951,4,False,7.216
4,2442307875,0,False,19.5
4,6895608152,0,False,58.6
4,4846820256,5,False,21.421
4,4516967897,3,False,5.505
4,10001787725,7,False,7.441
4,4166942239,6,True,2.703
4,2824317018,2,False,6.272
4,2573424030,8,True,40.306
4,4896969617,2,False,1.802
4,7442562474,8,True,2.836
4,8457210773,5,False,57.12
4,4420239986,1,True,19.019
4,5735711594,2,False,16.75
4,4010069381,8,True,9.61
4,6516459343,6,True,45.946
4,6806999702,10,False,55.556
4,4636208292,6,True,80.08
4,8740703217,3,True,18.151
4,7416295940,1,True,45.746
4,7059877301,0,True,0.133
4,4761953886,4,True,28.208
4,8107573462,4,True,6.139
4,8594314852,2,True,10.978
4,4166942239,9,False,1.902
4,6896884547,8,False,20.354
4,7572859950,4,False,13.413
4,4838145161,5,False,48.749
4,3719793245,5,False,0.0
4,4388652400,1,False,34.001
4,10309542255,5,False,53.654
4,3171006258,6,True,31.331
4,3270490566,6,False,42.042
4,3261079025,7,True,2.703
4,4420239986,5,False,21.288
4,3046900922,8,False,2.97
4,6037747123,7,True,17.718
4,2821788355,5,True,14.147
4,6297019062,8,False,45.279
4,5919180502,4,False,33.1
4,5662041273,6,False,8.742
4,6624174621,5,True,39.873
4,5308503740,1,False,0.367
4,6253433310,3,False,1.835
4,8253302563,2,False,3.375
4,2868183184,2,False,51.551
4,2990321092,9,False,20.621
4,5406108447,0,False,4.938
4,4564478328,5,True,34.601
4,5907839036,1,False,33.467
4,4092992100,8,True,3.003
4,2821788355,7,False,23.924
4,9082180631,5,False,10.978
4,4650556666,2,False,0.16
4,4859057828,1,True,2.803
4,4488066715,1,True,51.151
4,8513603944,5,False,16.65
4,3131380536,7,True,15.649
4,10030609934,11,False,16.149
4,3456030972,0,True,9.109
4,4199369046,5,False,0.0
4,7453733046,12,False,20.587
4,5521781780,0,False,63.864
4,2623954636,2,False,9.275
4,3711681535,7,True,2.703
4,7533369046,4,False,24.542
4,4859057828,6,True,2.803
4,6516459343,1,False,35.035
4,5533380417,5,True,12.946
4,3942617402,4,False,13.639
4,5885887012,5,True,20.854
4,8107573462,2,False,6.24
4,3851913128,2,True,66.767
4,6300775954,3,False,29.763
4,3321261856,1,False,20.02
4,2697214342,4,False,29.83
4,3155382178,0,False,21.021
